project_num,project_name,SowKey
440068,SCUHS | Accelerated Sciences Microsite,
450074,SCUHS | Accelerated Sciences Website Build (2020/2021 Retainer),
442712,SCUHS | Brand Identity RFP,
467400,SCUHS | FY2021 Retainer,SCUHS - FY2021 Retainer - Amendment SOW
503405,SCUHS | Homepage (revised approach),
471967,SCUHS | Homepage Redesign (2021 Retainer),
499638,SCUHS | Microsite Updates,
476939,SCUHS | Non-Billable,
476940,SCUHS | One-Off Projects,
471969,SCUHS | Ongoing SEO (2021 Retainer),
471968,SCUHS | Program Page Template (2021 Retainer) - OLD,
503406,SCUHS | Programs (revised approach),
445657,SCUHS | Sales & Planning (2021 Retainer),
458294,SCUHS | Website Migration,
78029,Seed Treatment System Project,
318520,SFP | Lost Lake Festival 2018,SOW_ LaneTerralever [Lost Lake Festival Media Campaign]
233846,SG: Hard Cover Book,
233883,SG: Non-Billable,
240091,SG: Rolling Retainer (2017),
292116,SG: Rolling Retainer (2018),
282697,SHAM - 2017/2018 Retainer,SOW_ Shamrock Website Maintenance
287480,SHAM - 2018 Misc. Projects,
357205,SHAM - 2019 Misc Projects,
315920,SHAM - Expo Site Migration + Email,SOW_ LaneTerralever [Shamrock Expo Website Migration]
310191,SHAM - Family Of Brands,SOW_ LaneTerralever [Shamrock Family of Brands - Monthly Ongoing Website and Content Management]
260865,SHAM - Food Expo Email Campaign,
295940,SHAM - Foods Company Corporate Website,
288314,SHAM - Foodservice Warehouse,
343536,SHAM - FY19 FSW,
342437,SHAM - FY19 Retainer,
374997,SHAM - Markon,
226865,SHAM - Non-Billable,
332340,SHAM - Paid Social,
226863,SHAM - Phase 1,
263471,SHAM - PHASE 1 (Add-ons),
269108,SHAM - PHASE 2,
525110,SHAM FSW | Contingency Project,
412047,SHAM FSW | FY20 Retainer,SOW_ LaneTerralever  Shamrock Foodservice Warehouse FY20 Retainer
412048,SHAM FSW | FY20 SSEO SEO & SEM,SOW_ LTShamrock FSW SEO & SEM Management
469535,SHAM FSW | FY21 Retainer,
474132,SHAM FSW | FY21 SEO/SEM,
511784,SHAM FSW | FY22 Retainer,
525086,SHAM FSW | FY22 SEO/SEM,
574745,SHAM FSW | FY22/23 Retainer,
578912,SHAM FSW | FY23 Contingency Project,
581834,SHAM FSW | FY23 SEO/SEM,Shamrock FSW _ FY23 SEO  SEM SOW.docx
623414,SHAM FSW | FY24 Retainer,
638785,SHAM FSW | FY24 SEO/SEM,
525917,SHAM FSW | Grand Junction + Billings Grand Opening,
571866,SHAM FSW | Marketing Cloud Phase 2,
629352,Sham FSW | New Locations,
476063,SHAM FSW | Pardot Migration,
638920,SHAM | 2024 HR Campaign,
554440,SHAM | CO Sales Ads,
383915,SHAM | Customer Journey,
557340,SHAM | EXPO 2022,
615179,SHAM | EXPO 2023,
460146,SHAM | Family of Brands,
530375,SHAM | Farms & Rockin,
530349,"SHAM | Farms.net, Rockin’ Protein, and Foods.com Web Maintenance",
638919,"SHAM | Farms.net, Rockin’ Protein, and Foods.com Web Maintenance 2024",
385435,SHAM | Food Service Warehouse E-Commerce,
507079,SHAM | Four Leaf Coffee Roasters,
457544,SHAM | FY20 - (NEW) Tiered Project,
411764,SHAM | FY20 - Retainer,
426728,SHAM | FY20 Misc Project,
500632,SHAM | FY21 Misc Project,
468949,SHAM | FY21 Retainer,
511783,SHAM | FY22 Retainer,
573143,SHAM | FY23 Retainer,
632294,"SHAM | FY24 Farms, Rockin’ Protein, and Foods Web Maintenance",
623413,SHAM | FY24 Retainer,
402934,SHAM | Hosting Migration,
511353,SHAM | HR Campaign,
511357,"SHAM | HR Campaign 2021, 2022, 2023",
465550,SHAM | Kitchentelligence Live,
490906,SHAM | Kitchentelligence Live + CRAVE Expo 2021,
556868,SHAM | Marketing Cloud Transition,
441768,SHAM | Markon Creative,
406081,SHAM | Markon EXPO Collateral,
418052,SHAM | MyShamrock UX Consulting,
421514,SHAM | New Branch Roll-Out,
406851,SHAM | Shamrock Foods Mobile App,
478034,SHAM | Shamrock ORDERS,
611171,SHAM | Social Video Shoot,
445462,SHAM | Trifoglio Brand Project,
110650,Shea Homes 2016 Social Media Retainer,Shea Homes Social & Digital Media SOW - 02.11.16
214812,Shea Homes 2017 Social Media Retainer,
110701,Shea Homes Sales/In-Account Growth (Non-Billable Hours),
654535,SHRES | CC Sekisui House Engagement,
666135,SHRES | Sekisui House - Operational Playbook,
561943,SimonMed Intranet Website,
566709,SimonMed T&M 2022,
540713,SimonMed | Location Functionality and Migration,
661452,SimonMed | SimonOne Website Updates 2024,
568648,SimonMed | Squarespace Migration,
573856,SimonMed | Web Maintenance 2022/2023,
626934,SimonMed | Web Maintenance Aug 23 - July 24,
525581,SimonONE Website Phase 1,
531734,SimonONE Website Phase 2,
633267,SITE | CAM Model Development,
4884,Skyfall - Terralever.com 2013,
525557,SOCi Integration,
630911,SommSelect | Website Redesign Phase 2,
465016,Southwest Human Development | Digital Campaign,
514716,Southwest Human Development | FY 21/22,
500038,Southwest Human Development | PR + Messaging,
508517,Southwest Human Development | Toyota Car Campaign,
555947,Sparklight Video Concepts 2022,
380002,SPK | 2019 Anti-Competitive,SOW_ Cable One Anticompetitive Campaign V2
366970,SPK | 2019 Creative,
369751,SPK | 2019 Light Support,
366896,SPK | 2019 Media Coordination,
369633,SPK | 2019 Shared Mail,
448702,SPK | 2020 Ad Hoc Requests,
490460,SPK | 2021 Ad Hoc Requests,
661263,SPK | 2024 Blog Hosting,
414465,SPK | Blog Hosting,
439957,SPK | Blog Support - 2020-2021,
572002,SPK | Cable One Talent Acquisition Campaign,
487991,SPK | Gig Relaunch 2021,
436382,SPK | Media Coordination - 2020,
511747,SPK | Municipality Engagement 2021,
575220,SPK | One to One Microsite Website Maintenance,
650836,SPK | OOH 2024,
466601,SPK | Self Install Kit 2020,
437004,SPK | Shared Mail - 2020,
534418,SPK | Sparklight 2022 & Early 2023,
605230,SPK | SPK OOH 2023,
36892,Spring 2015 Inspirato Magazine (Digital Publishing),
261572,SRP Cares Campaign,
313900,SRP TP/Zoho EV Recognition Alignment,
552455,SRP Website Redesign - QA Services,
276857,SRP | AM/PM Time Management,
313330,SRP | Client Transition Work,
445621,SRP: Landing Page Templates,SOW_ LaneTerralever_SRP Landing Page Wireframes
198778,SRPA - Brand - FY17,
253259,SRPA - Brand Corporate Campaign - FY18,
252131,SRPA - Commercial BPCC [PIAY] - FY18,
249597,SRPA - Commercial Non-EPCAF BRC [PIAY] - FY18,
252122,SRPA - Commercial Non-EPCAF TOU [PIAY] - FY18,
198782,SRPA - Commercial/Business - FY17,
249596,SRPA - Commercial/Business [PIAY] - FY18,
198807,SRPA - Commercial/Business Non Epcaf - FY17,
198787,SRPA - Corporate - FY17,
254530,SRPA - Corporate Communications - FY18,
253261,SRPA - Corporate Secretary - FY18,
251770,SRPA - Drive Electric [Cares] - FY18,
198784,SRPA - Econ Development - FY17,
250540,SRPA - Economic Dev [Creates Opportunity] - FY18,
198779,SRPA - Education - FY17,
237323,SRPA - Education [Cares] - FY18,
198730,SRPA - Energy Efficiency - FY17,
237088,SRPA - Energy Efficiency [PIAY] - FY18,
198724,SRPA - Energy Star Home - FY17,
250149,SRPA - Energy Star Homes [PIAY] - FY18,
253253,SRPA - Environmental - Earthwise Energy [CARES] - FY18,
198711,SRPA - Environmental - FY17,
249490,SRPA - Environmental - Trees For Change [Cares] - FY18,
221239,SRPA - General,
299524,SRPA - Goodwill,
231084,SRPA - INTERNAL FORECASTING,
253264,SRPA - M Power: Next Gen Pre-Pay Tech [PIAY] - FY18,
245247,SRPA - Misc Corporate - FY18,
251600,SRPA - NON BILLABLE - FY18,
203157,SRPA - NON-BILLABLE,
198706,SRPA - OOS: Drive Electric - FY17,
199807,SRPA - OOS: Other - FY17,
199806,SRPA - OOS: Recruitment - FY17,
284238,SRPA - Out-of-Scope - FY18,
251221,SRPA - PSIP [PIAY] - FY18,
250481,SRPA - Res BPCC [PIAY] - FY18,
198696,SRPA - Residential BPCC - FY17,
198690,SRPA - Safety - FY17,
250064,SRPA - Safety [Cares] - FY18,
253254,SRPA - Solar For Non-Profits [CARES] - FY18,
253260,SRPA - Sustainability in Action [Cares] - FY18,
253258,SRPA - Telecom [Creates Opportunity] - FY18,
198681,SRPA - Time Of Day - FY17,
250158,SRPA - Time Of Day [PIAY] - FY18,
252765,SRPA - Unplanned Work - FY18,
198110,SRPA - Water - FY17,
237244,SRPA - Water [Cares] - FY18,
645461,SS | Gifting Hub,
551066,SS | SommSelect Branding + CX Audit,
554289,SS | SommSelect Phase 2,
677859,St. Mary's Food Bank | FY25 Retainer,
639151,St. Mary's | 2023 Tribal Turkey Project,
672877,St. Mary's | 2024 Stamp Out Hunger,
672878,St. Mary's | 2024 Surprise Volunteers,
632503,St. Mary's | Creative Testing,
632501,St. Mary's | Ongoing Digital Media 2023,
622502,St. Mary's | Ongoing Website Maintenance and Migration,St. Marys Website Maint SOW
616417,St. Mary's | Tax Credit Creative and Video Campaign,
616424,St. Mary's | Website Redesign,
616422,St. Mary’s | Media Tax Credit Campaign,
212118,State Parks OHV Video Edit,
243487,Story Requirement and Efficiency Improvement,
487452,Stride Career Prep | Creative Concepts,
590098,Substance of the Stars Video,
265111,Suns & Mercury - Digital Media and Data Services,
269030,Suns & Mercury - NON-BILLABLE,
265099,Suns & Mercury - Traditional Media Services,
479626,Superbowl LV - NFL Fan Cutout Landing Pages,
325585,SuperShuttle | DM & Analytics 2018,
325587,SuperShuttle | Non-Billable 2018,
122397,SVDP - 2016 Digital Media Retainer,
198076,SVDP - 2016 Tax Credit Campaign Broadcast Spot,
214192,SVDP - 2017 Tax Credit Campaign,SOW_ St. Vincent de Paul - 2017 Tax Credit Campaign
281155,SVDP - 2017/2018 Tax Credit Campaign,SOW_ LaneTerralever & St. Vincent de Paul - 2018 Tax Credit Campaign
334646,SVDP - 2018/2019 Tax Credit Campaign,St. Vincent de Paul 2019 Fall Tax Credit Campaign SOW - 09.24.19
411824,SVdP - 2019 Fall Tax Credit Campaign,SOW_ LaneTerralever & St. Vincent de Paul - 2019 Fall Tax Credit Campaign
380413,SVdP - 2019 Spring Tax Credit Push,
432136,SVdP - 2020 Spring Tax Credit Campaign,SVdP_2020 Spring Campaign SOW_SIGNED2 copy
66790,SVDP - Digital Media Retainer ~,
125530,SVDP - NON-BILLABLE,
66791,SVDP - Tax Credit Campaign Additional Support ~,
71878,SVDP - Website Updates ~,
452647,SVdP All-In Campaign 2020,
524358,SVdP Fall 2021 Campaign,
467432,SVdP | 2020 Fall Tax Credit Campaign,
638916,SVdP | 2023/2024 Tax Credit Campaign,
540706,SVdP | Angels on Call App,SVDP - Angels on Call App Development - SOW
568211,SVdP | Fall Campaign 2022,
493598,SVdP | Spring 2021 Tax Credit Campaign,SVDP - 2021 Spring Tax Credit Campaign Signed SOW
604366,SVdP | Spring 2023 Tax Credit Campaign,SVdP Spring 2023 Tax Credit Campaign SOW_signed
548161,SVdP | Spring Campaign 2022,
474513,SVdP | Updated Video,
581539,SVdP | Video Shoot 2022,
21108,SWAP - Swappow Email Trigger System,
3897,SWAPPOW,
571530,SWHD | 50 50 raffle,
565572,SWHD | AZSteps 2022,
657470,SWHD | EOY Campaign Management,
559582,SWHD | FY23 Retainer,
547769,SWHD | GTM DEV & GA4,
664775,SWHD | Spring Campaign Media Management 2024,
198114,SWWC - General,
226101,Symantec - Capacity Reserves,
224968,Symantec - CJM,
255898,Symantec - Project Avenger,Symantic Project Avenger - SOW - 05.15.17
250067,Symantec - Sales,
89887,Symantec: Home Page Comp ~,
521539,TAA - Creative/PR Retainer FY22,
528669,TAA Economic Development Logo,
525157,TAA | FY22 Media,
579478,TAA | FY23 Retainer,FY23 TAA SOW
569056,TAA | Media FY23,
458326,TAA | Media Retainer,
549440,TAA | TAA 2022 Video & Radio,
419566,TAA | Tucson Airport Authority Brand/Creative Campaign,
394423,TAC - Tacotopia LA,
393722,Tacotopia Los Angeles,
669517,TAUC | 2024 Ad Hoc Website Requests,
552434,TAUC | Total Access Ad Hoc Website Requests,
342037,Taylor Morrison RFP,
611297,TBCS | Blog Configuration + Template Creation,
646878,TBCS | CRO 2024,
609460,TBCS | Website Maintenance (June 2023 – May 2024),
609458,TBCS | Website Migration + UX Audit,
162087,TBDB - Dreambuilder Updates,
597821,TDC | 95th Anniversary :30 Video Community Laybacks,
567472,TDC | 95th Anniversary Rebrand,
561518,TDC | DM Engagement,
574838,TDC | Drees Flex Cash Incentive Display Ads,
608657,TDC | FY24 Q1 DM Management,
554751,TDC | The Drees Company Branding,
575993,Teaching Channel Website Build,
609423,Teaching Channel | Drupal Accessibility Optimizations,LT_Teaching Channel - Drupal Accessibility Optimizations SOW_Executed
325616,Televerde: Non-Billable,
339834,Televerde: One-Off Asks,
335596,Televerde: Paid Media,
325615,Televerde: Web Build,
360290,Televerde: Website Re-Build,Televerde - Website Rebuild SOW - 06.01.18
8471,Tempe Tourism Website Build,
328871,TEMPLATE: [NOT FINAL] Medium Web Build,
338285,TEMPLATE: Brand Planning - Biz Dev Focus Groups,
338378,TEMPLATE: Brand Planning - Brand Development - Evaluative Method,
338364,TEMPLATE: Brand Planning - Brand Development - Formative Method,
338255,TEMPLATE: Brand Planning - Campaign Development (Led by Brand Team),
338169,TEMPLATE: Brand Planning - Campaign Development (New Business Outreach),
336170,TEMPLATE: Brand Planning - Creative Brief Development,
338030,TEMPLATE: Brand Planning - Creative Brief Refinement,
338306,TEMPLATE: Brand Planning - Customer Experience Mapping + Activation,
338331,TEMPLATE: Brand Planning - Customer Experience Mapping - Research Only,
336056,TEMPLATE: Brand Planning - Discovery/Phase 1,
338271,TEMPLATE: Brand Planning - In House Focus Groups,
338411,TEMPLATE: Brand Planning - Quantitative Survey - In House,
338421,TEMPLATE: Brand Planning - Quantitative Survey - Research Vendor,
338049,TEMPLATE: Brand Planning - Secondary Research,
338467,TEMPLATE: Brand Planning - Site Visits & Customer Intercepts - Biz Dev,
389342,TEMPLATE: Creative - Annual Report,
389414,TEMPLATE: Creative - Brochure,
389486,TEMPLATE: Creative - Digital Banner Ads,
389531,TEMPLATE: Creative - Direct Mail,
387091,TEMPLATE: Creative - High End Video,
389593,TEMPLATE: Creative - Integrated Campaign,
389662,TEMPLATE: Creative - Logo Development,
387094,TEMPLATE: Creative - Low Budget Video,
389696,TEMPLATE: Creative - Naming and Logo Development,
389904,TEMPLATE: Creative - OOH,
386846,TEMPLATE: Creative - Photoshoot,
387332,TEMPLATE: Creative - Post Only,
389749,TEMPLATE: Creative - Promotional Item,
389789,TEMPLATE: Creative - Style Guide,
389806,TEMPLATE: Creative - Vehicle Wrap,
389980,TEMPLATE: DM and Data - Setup and Management,
531015,TEMPLATE: EMA Acoustic,
531014,TEMPLATE: EMA Pardot,
352015,TEMPLATE: Leadership Initiative (1 Month),
351973,TEMPLATE: Leadership Initiative (3-month),
66480,TEMPLATE: Miscellaneous Story & Epik Templates,
334258,TEMPLATE: PR Grand Opening,
334751,TEMPLATE: PR Product Launch,
334151,TEMPLATE: Small Website Build,
335109,TEMPLATE: Traditional Media Planning and Buying,
560706,Tenet Equity | Brand Strategy + Video,
1773,Terralever CNP,
50509,Test Project #3 DTF~,
611258,Test Project (Christian P),
419122,Test Project for DF,
3900,Teva House - Lifty Promotion,
59413,TG - 2015 TruGreen Social Media Retainer (WS1)~,
56692,TG - 2015 TruGreen Social Media Retainer (WS2)~,
118032,TG - 2016 SALES,
103178,TG - 2016 TruGreen Social Media Retainer,
108360,TG - 2016 TruGreen Social Media Retainer (WS2),
218602,TG - 2016 Video Production,
201884,TG - 2017 Social Media Retainer,TruGreen Social Media Management 2017 Renewal SOW - 1.27.2017
249123,TG - 2017 Social Support (Customer Service),
135751,TG - 2017 Video Production,
293464,TG - 2018 FORECASTING,
293446,TG - 2018 Social Media Retainer,TruGreen Social Media Management 2018 Retainer SOW - 1.16.2018
296564,TG - 2018 Video Production,
161959,TG - Fall Educational Videos,
93523,TG - Green It Like You Mean It Videos ~,
231129,TG - NON-BILLABLE,
333428,TG - Test Project,
46326,TG - Yardley Sweeps,
348564,TG | 2019 Social Media Retainer,TruGreen 2019 Social Media and Content Marketing Retainer SOW - 02.27.19
349383,TG | 2019 Video Production,
428783,TG | 2020 Social Media Retainer,
471508,TG | 2021 Retainer,TruGreen - 2021 Social Media & Content Marketing Retainer SOW
593229,TG | DM Franchise Project 23,
531007,TG | FY22 Retainer,TG 2022 Social Media & Content Marketing SOW
577207,TG | FY23 Retainer,
358629,TG | ORM | Intern ORM,
354137,TG | ORM | LT Oversight,
433080,The Joint | 2 Additional Patient Stories,
425319,The Joint | 2020 Planning,
423913,The Joint | 500th Opening Video,SOW_ LaneTerralever- The Joint 500th Clinic Video- 2019
476893,The Joint | Brand Campaign Extension,
436408,The Joint | Creative Concept Proposal,
399810,"The Joint | Drama - TV + Web - 30 TV, 15 Web, 06 Web",
399808,The Joint | Portrait Photography + Social Videos,
404354,The Joint | PR Retainer,SOW_ LaneTerralever The Joint Chiropractic PR Retainer
437624,The Joint | Tagging,
421318,The Joint | Tagging TV Spots,
561114,The Lane Campaign | Media,
357831,The Sanctuary at Sedona: Non-Billable,
357826,The Sanctuary at Sedona: One-Time Updates (Phase 1),
358994,The Sanctuary at Sedona: Ongoing SEO Optimizations,Sanctuary at Sedona - SEO Services SOW - 11.09.18
5889,Thunderbird DreamBuilder Web Build,
406122,Thunderbird | Dreambuilder French + Portuguese Site,
427681,Thunderbird | Dreambuilder Spanish Site,
288818,Thunderbird | Dreambuilder.org Site Project,
309633,Thunderbird | Marketing Materials Project,
292320,Thunderbird | Non-Billable 2018,
555963,Thunderbird | WE3A website 2022,
61389,TILT - Tilted Kilt TV Talent Renewals ~,
388838,TJC - The Joint Conference,
398280,TJC - The Joint Creative,
3597,TL - Infrastructure Helpdesk,
4103,TL Dashboard,
1990,TL HTML5-Off Challenge,
2496,TL Marketing Requests,
2634,TL.com 2012 Redesign,
654224,TLD | 2024 Anthem Video,
596684,TLD | Glow in the Park 2023,
679495,TLD | Growth Marketing Retainer 2024-2025,
571849,TLD | Living Desert Campaign 2022-2023,
622531,TLD | Rolling Priorities Retainer 2023-2024,
622532,TLD | Web Maintenance Retainer 2023-2024,
579152,TLD | Web Maintenance Retainer 22-23,
616017,TLD | Website Build,
603164,TLD | Website Discovery,
679496,TLD | Website Maintenance Retainer 2024-2025,
583477,TLD | WildLights,
597602,TLD | Zoobilee 2023 Gala Video,
581066,TLD | Zoobilee Gala,
601399,TLD | Zoobilee Gala 2023 Program,
2108,To Fix It Web Maintenance,
518838,Total Access Urgent Care,
427244,Touro University | ADA Compliance,
401438,Touro University | Web Mobile Optimization,
520827,Tri-C | Student Enrollment Initiative,
74686,TRIN - 2015 PR Services~,
179621,TriWest Epi Server,
426281,Troon | Brand Architecture Project,SOW_ LaneTerralever _ Troon - Brand Architecture Project
535613,Troon | In-Account Growth Opportunities,
299545,Tru Filtered Air,
639310,TruGreen | FY24 Retainer,
676817,TruWest | Website Redesign,
665052,TSGM | Dreambuilder Website Updates 2024,
59391,TT - Tempe Tourism,
22577,TT - Tempe Tourism Maintenance,
80996,TT Meeting Planner Section Update ~,
86993,TT- Sales ~,
487350,Tucson Airport Authority - Creative/PR Retainer 2021,
487349,Tucson Airport Authority - Q2 Media Retainer 2021,
502355,Tucson Airport Authority | Q3 Media,
515829,Tucson Airport Authority | Q4 Media,
664776,Tulalip |  In-Person UAT,
675664,Tulalip | Middleware,
626315,Tulalip | Website and Player Portal,Tulalip - Player Portal Build SOW
676169,Tulalip | Website Design,
636691,Tulalip | Website Style Guide,
428749,TUS | Entry Sign,
125690,TWC - 2016 DODGERS TRIVIA,
44982,TWC - Exclusives Site Maintenance,
51600,TWC - Kasey Kahne,
118896,TWC - NEWS & SPORTS POSTING PLANS,SOW_ LaneTerralever & Thunderbird - Dreambuilder Updates V3
123336,TWC - NEWS & SPORTS REPORTING,
91893,TWC - NOTICIAS SOCIAL MEDIA BUY ~,
76136,TWC - PHONE RELAUNCH CAMPAIGN ~,
89578,TWC - PRODUCT ENGAGEMENT CAMPAIGN ~,
62632,TWC - SALES/NEW BUSINESS,
144949,TWC - STRATEGY CONSULTING RESEARCH,
4589,TWC - The Walking Dead Sweeps,
62217,TWC - TWC EXCLUSIVES,
56641,TWC - TWC SOCIAL RETAINER,
68800,TWC - TWC TRAVEL,
62216,TWC - TWCC ~,
2427,TWC | Instagram Application,
4286,U.S Bio Clean,
552707,UAGC + Zovio| Brand Campaign,
522955,UAGC Zovio | Audio + Video,
517133,UAGC Zovio | Creative Campaign Retainer,
520188,UAGC Zovio | Military Campaign,
497054,UAGC Zovio | Website,
574014,UCG | Websites 2022 project,
624046,UMA | CRO 2023,Lane Terralever - UMA - CRO SOW fully executed
535328,University of the People Retainer- December,
512138,University of the People | SEO Retainer,
624075,UofA | Pax Campaign,
675170,UofA | School of Mining Creative,
467583,UP - Digital Media - 2020 [SALES],
344877,UP - Retainer 2019,
432137,UP - Retainer 2020,
309335,UP - Upward Projects Non-Billable,
233468,UP - Upward Projects Website,SOW_ Upward Projects - Upward Projects Website
353318,UP - Website Maintenance 2018,SOW_ Upward Projects Website Maintenance_6.15.18 Update
444342,UP - Website Maintenance 2020,
487914,UP - Website Maintenance 2021,
539328,UP | 2022 Retainer,
515161,UP | Digital Media 2021/22,
467867,UP | Postino Website Refresh 2020,Upward Projects - Postino Website Refresh 2020 SOW
487341,UP | Retainer 2021,
515054,UP | Sales Activities 2021,
534521,UP | Slotted EV 2022,
540433,UP | UP Meetings - 2022,
539651,UP | UP Sales Activities 2022,
531769,UP | Vino Vortex Blog,Upwards SOW - Wine Cult Blog Page Build
542134,UP | Wine Cult Gifting Functionality,
515121,UP | Wine Cult Landing Page,
546864,UP | Wine Cult New Markets,
276922,Urban Greenhouse: Internal Forecasting,SOW_ Urban Greenhouse Dispensary
276925,Urban Greenhouse: Marketing Consulting,Urban Greenhouse - Marketing Consulting SOW - 09.08.17
276913,Urban Greenhouse: Non-Billable,
323241,UTI - 2018 Retainer,Universal Technical Institute Services Retainer SOW - 05.01.18
346313,UTI - AMP Integration,
357859,UTI - Commercial 2018,
274249,UTI - Courseware Mobile Pilot,UTI Coursework Mobile Strategy Compliance Pilot SOW - 07.20.17
305260,UTI - Creative Direction,
323231,UTI - Creative Requests,SOW_ UTI - Creative Concepting
323228,UTI - CRO,
336808,UTI - Direct Mail / Email Templates,
330051,UTI - Instagram,SOW_ UTI - Instagram Stories
321110,UTI - Landing Page Migration,
329732,UTI - Leapfrog Landing Pages,SOW_ UTI - Microsite Migration (Leapfrog)
321657,UTI - Microsite Landing Pages,SOW_ LaneTerralever UTI- Microsite (5 Modules)
310203,UTI - Navigation Update,
313682,UTI - NON-BILLABLE,
320049,UTI - Technical Assessment,Universal Technical Institute Technical Assessment SOW - 03.29.18
294862,UTI - User testing,UTI User Testing SOW - 12.21.17
236546,UTI - Website,
249652,UTI -[SALES],
666719,UTI QA Support | New Website Content Pages & Landing Pages,
457340,"UTI | ""This Is It"" Video Project",
444411,UTI | Branding,
508125,UTI | Campus Video Edit,
457871,UTI | CDC Video,
462574,UTI | Health and Safety Video,
464202,UTI | Phase 4 RFP Sales,
491166,UTI | Student Cancelation Project - Brand,UTI - Student Cancellation Qualitative and Quantitative Research SOW
431156,UTI | Student Portal,UTI - Studen Portal Application Design & Content Strategy SOW
453692,UTI | Student Portal App V2,
447880,UTI | Video Retainer,SOW_ LaneTerralever - UTI Video Services Retainer
636464,UVM Health Network Social Media Strategy,
676097,"UVM | 2024 Research, Strategy, and Playbook",
67828,VACI - Valley Retainer 2015,
608569,VAI Resort | Initial Concert Creative Layouts,
134201,Valley Anesthesiology Website Maintenance 2017,
297320,Valley Anesthesiology Website Maintenance [ 2018 ],
369054,Valley Anesthesiology Website Maintenance [ 2019 ],
373800,Valley Toyota 2019 - Non-billable,
589435,Valley Toyota Dealers - FY23,
650047,Valley Toyota Dealers - FY24,
594125,Valley Toyota Dealers - OOS - FY23,
650048,Valley Toyota Dealers - OOS - FY24,
363710,Valley Toyota Dealers FY19,
433956,Valley Toyota Dealers FY20,
483834,Valley Toyota Dealers FY21,
378449,Valley Toyota Dealers OOS FY19,
444953,Valley Toyota Dealers OOS | FY20,
487897,Valley Toyota Dealers OOS | FY21,
533949,Valley Toyota Dealers- FY22,
533950,Valley Toyota Dealers- OOS- FY22,
670028,Valleywise Health | FY25 Retainer,
608455,Valleywise Health | Retainer 2023,
666504,Valleywise | Elementor Website Rebuild,
605225,Valleywise | Onetime,
420970,vCandidates | Integrated Campaign,SOW_ LaneTerralever _ vCandidates.com Q4 2019 _ 9.30.19
38662,Visit Phoenix Email Sig,
37696,Visit Phoenix Holiday Card,
69452,VIXX - Brand Rollout Planning,
73637,VIXX - Mobile App Development ~,
120198,VIXX - PR,
103090,VIXX - Website Non-Billable ~,
457538,VMI Video,
332188,VMI | 2019 Retainer,
422203,VMI | AMS Vans Website (Dev & QA),
399290,VMI | AMS Vans Website (Phase 1),Vantage Mobility International - AMS Vans Website Redesign Project Phase 1 SOW - 07.24.19
411394,VMI | AMS Vans Website (Phase 2),Vantage Mobility International - AMS Vans Website Redesign Project Phase 2 SOW - 09.26.19
406818,VMI | AMS | AMS Vans Rebrand Phase 1,Vantage Mobility International - AMS Vans Rebrand Phase 1 SOW - 07.16.19
416324,VMI | AMS | App Creation,
389000,VMI | AMS | Pilot Program,Vantage Mobility International - AMS Vans Summer Pilot Campaign SOW - 05.24.19
417189,VMI | AMS | Product Photoshoot,Vantage Mobility International - Photoshoot V2 SOW - 07.30.18
415331,VMI | AMS | Showroom Experience,
416340,VMI | AMS | WAV & Go Social Videos,Vantage Mobility International - AMS WAV and GOVideo SOW - 08.22.19
421859,VMI | AMS | Website Photoshoot,Vantage Mobility International - Photoshoot V2 SOW - 07.30.18
355121,VMI | Content Strategy for Website,
331789,VMI | Data Work,Vantage Mobility International - Data Services SOW - 06.04.18
399066,VMI | Digital Media Management,
344108,VMI | Honda Pilot Photoshoot,
322294,VMI | Non-Billable,
426201,VMI | VMI | Honda Odyssey Photoshoot,
407241,"VMI | VMI | Life, Enabled Campaign",Vantage Mobility International - Life Enabled SOW - 08.20.19
420272,VMI | VMI | Parking Mobility Campaign,
323990,VMI | Warrior Games,
373466,VMI | Website Redesign,
413434,VMI | Website Refresh,
336174,VMI | YouTube Program,
512213,Vote for Beau | Phase 1,Camelback Strategy Group - Beau Lane for Sec of State Campaign SOW
555244,Vote for Beau | Phase 2,Camelback Strategy Group - Beau Lane for Sec of State Campaign SOW
122502,VPHX - FY16 Digital OOH Boards,
118567,VPHX - Sales,
56659,VPHX - Visit Phoenix,
232857,VTOY - Digital Media FY17,
198121,VTOY - General - FY16-17,
220655,VTOY - Media - FY17,
210805,VTOY - Talent Renewal FY17,
211522,VTOY - Toyota TV & Radio FY17,
233036,VTOY | AM/PM FY17 (RETAINER),
270016,VTOY | Attribution Solution Modeling FY17,
268773,VTOY | New Business,
245208,VTOY | Non-Billable FY17,
302488,VTOY | Non-Billable FY18,
233189,VTOY | Paid Search FY17 (RETAINER),"Toyota Paid search planning, placement & mgmt SOW - 02.27.17"
233038,VTOY | Valley Toyota Dealers FY17 (RETAINER),
304758,VTOY | Valley Toyota Dealers FY18 (OOS),
291265,VTOY | Valley Toyota Dealers FY18 (RETAINER),
456182,Vyzual | Brand Rollout Strategy,SOW_ LaneTerraleverVyzibl_ Brand Rollout Strategy_Extended
456568,Vyzual | Brand Video,SOW_ LaneTerraleverVyzibl_ Brand Video
464240,Vyzual | Digital Media,
442695,Vyzual | Phase 1 - Brand & Creative,
442696,Vyzual | Phase 1 - Website Redesign,
472534,Vyzual | PR Execution and Support,
471994,Vyzual | Social Assets,
